Organization,District name,Primary role,Name,First name,Last name,Gender,Party name,Email,Photo URL,Source URL,Website,Facebook,Instagram,Twitter,LinkedIn,YouTube,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax
Langley Township Council,Langley,Councillor,Margaret Kunst,Margaret,Kunst,F,,mkunst@tol.ca,,,,,,,,,legislature,"20338 65 Ave
Township of Langley BC  V2Y 3J1",1 604 533-6000,1 604 533-6052,,,,,,,,
Langley Township Council,Langley,Councillor,Petrina Arnason,Petrina,Arnason,F,,parnason@tol.ca,https://www.tol.ca/your-township/mayor-and-council/councillors/petrina-arnason/Term%20Photo%20-%20Councillor%20Petrina%20Arnason.jpg,https://webfiles.tol.ca/Mayor-Council/Councillor%20Petrina%20Arnason.pdf,,,,,,,legislature,"20338 65 Ave
Township of Langley BC  V2Y 3J1",1 604 533-6000,1 604 533-6052,,,,,,,,
Langley Township Council,Langley,Councillor,Steve Ferguson,Steve,Ferguson,M,,sferguson@tol.ca,,,,,,,,,legislature,"20338 65 Ave
Township of Langley BC  V2Y 3J1",1 604 533-6000,1 604 533-6052,,,,,,,,
Langley Township Council,Langley,Mayor,Jack Froese,Jack,Froese,M,,jfroese@tol.ca,https://www.tol.ca/your-township/mayor-and-council/mayor-jack-froese/Term%20Photo%20-%20Mayor%20Jack%20Froese.jpg,https://webfiles.tol.ca/Mayor-Council/Mayor%20Jack%20Froese.pdf,,,,,,,legislature,"20338 65 Ave
Township of Langley BC  V2Y 3J1",1 604 533-6000,1 604 533-6052,,,,,,,,
New Westminster City Council,New Westminster,Councillor,Chinu Das,Chinu,Das,,,cdas@newwestcity.ca,https://www.newwestcity.ca/city_hall/mayor_and_council/councillors.php,,,,,,,,legislature,,1 604 202-8563,1 604 527-4594,,,,,,,,
New Westminster City Council,New Westminster,Councillor,Chuck Puchmayr,Chuck,Puchmayr,,,cpuchmayr@newwestcity.ca,https://www.newwestcity.ca/city_hall/mayor_and_council/councillors.php,,,,,,,,legislature,,1 604 356-4570,1 604 527-4594,,,,,,,,
New Westminster City Council,New Westminster,Councillor,Jaimie McEvoy,Jaimie,McEvoy,,,jmcevoy@newwestcity.ca,https://www.newwestcity.ca/city_hall/mayor_and_council/councillors.php,,,,,,,,legislature,,1 604 522-9114,1 604 527-4594,,,,,,,,
New Westminster City Council,New Westminster,Councillor,Mary Trentadue,Mary,Trentadue,,,mtrentadue@newwestcity.ca,https://www.newwestcity.ca/city_hall/mayor_and_council/councillors.php,,,,,,,,legislature,,1 778 773-2390,1 604 527-4594,,,,,,,,
New Westminster City Council,New Westminster,Councillor,Nadine Nakagawa,Nadine,Nakagawa,,,nnakagawa@newwestcity.ca,https://www.newwestcity.ca/city_hall/mayor_and_council/councillors.php,,,,,,,,legislature,,1 604 202-9034,1 604 527-4594,,,,,,,,
New Westminster City Council,New Westminster,Councillor,Patrick Johnstone,Patrick,Johnstone,,,pjohnstone@newwestcity.ca,https://www.newwestcity.ca/city_hall/mayor_and_council/councillors.php,,,,,,,,legislature,,1 604 679-6784,1 604 527-4594,,,,,,,,
New Westminster City Council,New Westminster,Mayor,Jonathan Cote,Jonathan,Cote,,,jcote@newwestcity.ca,https://www.newwestcity.ca/city_hall/mayor_and_council/mayor.php,,,,,,,,legislature,,1 604 527-4522,1 604 527-4594,,,,,,,,
Richmond City Council,Richmond,Councillor,Alexa Loo,Alexa,Loo,,,mayorandcouncillors@richmond.ca,http://www.richmond.ca/__shared/assets/aloo41164.jpg,http://www.richmond.ca/cityhall/council/about/members/loo.htm,,,,,,,,,,,,,,,,,,
Richmond City Council,Richmond,Councillor,Bill McNulty,Bill,McNulty,,,mayorandcouncillors@richmond.ca,http://www.richmond.ca/__shared/assets/Councillor_McNulty52220.png,http://www.richmond.ca/cityhall/council/about/members/mcnulty.htm,,,,,,,,,,,,,,,,,,
Richmond City Council,Richmond,Councillor,Carol Day,Carol,Day,,,mayorandcouncillors@richmond.ca,http://www.richmond.ca/__shared/assets/Councillor_Day52218.jpg,http://www.richmond.ca/cityhall/council/about/members/day.htm,,,,,,,,,,,,,,,,,,
Richmond City Council,Richmond,Councillor,Chak Kwong Au,Chak Kwong,Au,,,mayorandcouncillors@richmond.ca,http://www.richmond.ca/__shared/assets/Councillor_Au52227.jpg,http://www.richmond.ca/cityhall/council/about/members/ChakKwongAu.htm,,,,,,,,,,,,,,,,,,
Richmond City Council,Richmond,Councillor,Harold Steves,Harold,Steves,,,mayorandcouncillors@richmond.ca,http://www.richmond.ca/__shared/assets/Councillor_Steves_52235.jpg,http://www.richmond.ca/cityhall/council/about/members/steves.htm,,,,,,,,,,,,,,,,,,
Richmond City Council,Richmond,Councillor,Linda McPhail,Linda,McPhail,,,mayorandcouncillors@richmond.ca,http://www.richmond.ca/__shared/assets/Councillor_McPhail52221.jpg,http://www.richmond.ca/cityhall/council/about/members/LindaMcPhail.htm,,,,,,,,,,,,,,,,,,
Richmond City Council,Richmond,Councillor,Michael Wolfe,Michael,Wolfe,,,mayorandcouncillors@richmond.ca,http://www.richmond.ca/__shared/assets/Councillor_Wolfe52223.jpg,http://www.richmond.ca/cityhall/council/about/members/wolfe.htm,,,,,,,,,,,,,,,,,,
Richmond City Council,Richmond,Mayor,Malcolm Brodie,Malcolm,Brodie,,,mayorandcouncillors@richmond.ca,http://www.richmond.ca/__shared/assets/Mayor_Brodie_52229.jpg,http://www.richmond.ca/cityhall/council/about/members/brodie.htm,,,,,,,,,,,,,,,,,,
Vancouver City Council,Vancouver,Commissioner,Camil Dumont,Camil,Dumont,M,,Camil.Dumont@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/d5c26ec35458e73345ad3b32c4588105,,,,,,,,legislature,"2099 Beach Avenue
Vancouver BC  V6G 1Z4",1 604 348-6697,,,,,,,,,
Vancouver City Council,Vancouver,Commissioner,Dave Demers,Dave,Demers,M,,Dave.Demers@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/1c45179959faf633e803ee5c90840c72,,,,,,,,legislature,"2099 Beach Avenue
Vancouver BC  V6G 1Z4",1 604 348-6784,,,,,,,,,
Vancouver City Council,Vancouver,Commissioner,Gwen Giesbrecht,Gwen,Giesbrecht,F,,Gwen.Giesbrecht@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/a0bc17eacdae3dbd4a051f2d4a8e9139,,,,,,,,legislature,"2099 Beach Avenue
Vancouver BC  V6G 1Z4",1 604 348-6837,,,,,,,,,
Vancouver City Council,Vancouver,Commissioner,John Coupar,John,Coupar,M,,John.Coupar@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/ab43f3b7eb7eefc7c573e8c4a81b1b1a,,,,,,,,legislature,"2099 Beach Avenue
Vancouver BC  V6G 1Z4",1 604 761-0795,,,,,,,,,
Vancouver City Council,Vancouver,Commissioner,John Irwin,John,Irwin,M,,John.Irwin@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/da1f767173b618fb49e1503ca42898de,,,,,,,,legislature,"2099 Beach Avenue
Vancouver BC  V6G 1Z4",1 604 348-6264,,,,,,,,,
Vancouver City Council,Vancouver,Commissioner,Stewart Mackinnon,Stewart,Mackinnon,M,,Stuart.Mackinnon@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/ae5550d069991d3961bd073e53ece076,,,,,,,,legislature,"2099 Beach Avenue
Vancouver BC  V6G 1Z4",1 604 379-7715,,,,,,,,,
Vancouver City Council,Vancouver,Commissioner,Tricia Barker,Tricia,Barker,F,,Tricia.Barker@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/f59d904d4156fdefb9d3c629ad55d8ca,,,,,,,,legislature,"2099 Beach Avenue
Vancouver BC  V6G 1Z4",1 604 348-6727,,,,,,,,,
Vancouver City Council,Vancouver,Councillor,Adriane Carr,Adriane,Carr,F,,Adriane.Carr@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/20174d200c3be6a168bfe8568f234937,,,,,,,,legislature,"453 12th Avenue West
Vancouver BC  V5Y 1V4",1 604 873-7245,1 604 873-7750,,,,,,,,
Vancouver City Council,Vancouver,Councillor,Christine Boyle,Christine,Boyle,F,,Christine.Boyle@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/3140b01dfd6221489752eb0dbd6d3cee,,,,,,,,legislature,"453 12th Avenue West
Vancouver BC  V5Y 1V4",1 604 873-7242,1 604 873-7750,,,,,,,,
Vancouver City Council,Vancouver,Councillor,Colleen Hardwick,Colleen,Hardwick,F,,Colleen.Hardwick@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/84e3c54d843066d22e3b70858f16eca3,,,,,,,,legislature,"453 12th Avenue West
Vancouver BC  V5Y 1V4",1 604 873-7240,1 604 873-7750,,,,,,,,
Vancouver City Council,Vancouver,Councillor,Jean Swanson,Jean,Swanson,F,,Jean.Swanson@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/ea729004ea7590a2131591732ac9684b,,,,,,,,legislature,"453 12th Avenue West
Vancouver BC  V5Y 1V4",1 604 873-7243,1 604 873-7750,,,,,,,,
Vancouver City Council,Vancouver,Councillor,Lisa Dominato,Lisa,Dominato,F,,Lisa.Dominato@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/94105b86c7255dfbc1fefdbc3430b77f,,,,,,,,legislature,"453 12th Avenue West
Vancouver BC  V5Y 1V4",1 604 873-7248,1 604 873-7750,,,,,,,,
Vancouver City Council,Vancouver,Councillor,Melissa De Genova,Melissa De,Genova,F,,Melissa.DeGenova@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/7d04a6475a16dca5c24dd9a4a22f2839,,,,,,,,legislature,"453 12th Avenue West
Vancouver BC  V5Y 1V4",1 604 873-7244,1 604 873-7750,,,,,,,,
Vancouver City Council,Vancouver,Councillor,Michael Wiebe,Michael,Wiebe,M,,Michael.Wiebe@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/54446b539cddb2025b08136efdc9c13d,,,,,,,,legislature,"453 12th Avenue West
Vancouver BC  V5Y 1V4",1 604 873-7241,1 604 873-7750,,,,,,,,
Vancouver City Council,Vancouver,Councillor,Pete Fry,Pete,Fry,M,,Pete.Fry@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/f15fc3da5e8ae880de3c01a1136804fa,,,,,,,,legislature,"453 12th Avenue West
Vancouver BC  V5Y 1V4",1 604 873-7246,1 604 873-7750,,,,,,,,
Vancouver City Council,Vancouver,Councillor,Rebecca Bligh,Rebecca,Bligh,F,,Rebecca.Bligh@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/e5acd0002324af06e5db92db60779f36,,,,,,,,legislature,"453 12th Avenue West
Vancouver BC  V5Y 1V4",1 604 873-7249,1 604 873-7750,,,,,,,,
Vancouver City Council,Vancouver,Councillor,Sarah Kirby-Yung,Sarah,Kirby-Yung,F,,Sarah.Kirby-Yung@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/b8e67d0aa0be17b7e4ce8b98f529f5e2,,,,,,,,legislature,"453 12th Avenue West
Vancouver BC  V5Y 1V4",1 604 873-7247,1 604 873-7750,,,,,,,,
Vancouver City Council,Vancouver,Mayor,Kennedy Stewart,Kennedy,Stewart,M,,kennedy.stewart@vancouver.ca,https://opendata.vancouver.ca/api/v2/catalog/datasets/elected-officials-contact-information/files/ad11326a52d63c98862cb1576356334b,,,,,,,,legislature,"453 12th Avenue West
Vancouver BC  V5Y 1V4",1 604 873-7171,1 604 873-7685,,,,,,,,
Legislative Assembly of Manitoba,Agassiz,MLA,Eileen Clarke,Eileen,Clarke,,Progressive Conservative Party of Manitoba,minindnr@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/clarke.jpg,http://www.gov.mb.ca/legislature/members/info/clarke.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Assiniboia,MLA,Scott Johnston,Scott,Johnston,,Progressive Conservative Party of Manitoba,Scott.Johnston@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/johnston.jpg,http://www.gov.mb.ca/legislature/members/info/johnston.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Borderland,MLA,Josh Guenter,Josh,Guenter,,Progressive Conservative Party of Manitoba,Josh.Guenter@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/guenter.jpg,http://www.gov.mb.ca/legislature/members/info/guenter.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Brandon East,MLA,Len Isleifson,Len,Isleifson,,Progressive Conservative Party of Manitoba,Len.Isleifson@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/isleifson.jpg,http://www.gov.mb.ca/legislature/members/info/isleifson.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Brandon West,MLA,Reg Helwer,Reg,Helwer,,Progressive Conservative Party of Manitoba,mincentral@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/helwer.jpg,http://www.gov.mb.ca/legislature/members/info/helwer.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Burrows,MLA,Diljeet Brar,Diljeet,Brar,,New Democratic Party of Manitoba,Diljeet.Brar@mbleg.ca,http://www.gov.mb.ca/legislature/img/mla/brar.jpg,http://www.gov.mb.ca/legislature/members/info/brar.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Concordia,MLA,Matt Wiebe,Matt,Wiebe,,New Democratic Party of Manitoba,matt.wiebe@mbleg.ca,http://www.gov.mb.ca/legislature/img/mla/wiebe.jpg,http://www.gov.mb.ca/legislature/members/info/wiebe.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Dauphin,MLA,Brad Michaleski,Brad,Michaleski,,Progressive Conservative Party of Manitoba,Brad.Michaleski@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/michaleski.jpg,http://www.gov.mb.ca/legislature/members/info/michaleski.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Dawson Trail,MLA,Bob Lagassé,Bob,Lagassé,,Progressive Conservative Party of Manitoba,Bob.Lagasse@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/lagasse.jpg,http://www.gov.mb.ca/legislature/members/info/lagasse.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Elmwood,MLA,Jim Maloway,Jim,Maloway,,New Democratic Party of Manitoba,Jim.Maloway@mbleg.ca,http://www.gov.mb.ca/legislature/img/mla/maloway.jpg,http://www.gov.mb.ca/legislature/members/info/maloway.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Flin Flon,MLA,Tom Lindsey,Tom,Lindsey,,New Democratic Party of Manitoba,Tom.Lindsey@mbleg.ca,http://www.gov.mb.ca/legislature/img/mla/lindsey.jpg,http://www.gov.mb.ca/legislature/members/info/lindsey.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Fort Garry,MLA,Mark Wasyliw,Mark,Wasyliw,,New Democratic Party of Manitoba,Mark.Wasyliw@mbleg.ca,http://www.gov.mb.ca/legislature/img/mla/wasyliw.jpg,http://www.gov.mb.ca/legislature/members/info/wasyliw.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Fort Richmond,MLA,Sarah Guillemard,Sarah,Guillemard,,Progressive Conservative Party of Manitoba,mincc@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/guillemard.jpg,http://www.gov.mb.ca/legislature/members/info/guillemard.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Fort Rouge,MLA,Wab Kinew,Wab,Kinew,,New Democratic Party of Manitoba,Wab.Kinew@mbleg.ca,http://www.gov.mb.ca/legislature/img/mla/kinew.jpg,http://www.gov.mb.ca/legislature/members/info/kinew.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Fort Whyte,MLA,Brian Pallister,Brian,Pallister,,Progressive Conservative Party of Manitoba,Premier@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/pallister.jpg,http://www.gov.mb.ca/legislature/members/info/pallister.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Interlake-Gimli,MLA,Derek Johnson,Derek,Johnson,,Progressive Conservative Party of Manitoba,minmr@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/johnson.jpg,http://www.gov.mb.ca/legislature/members/info/johnson.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Keewatinook,MLA,Ian Bushie,Ian,Bushie,,New Democratic Party of Manitoba,Ian.Bushie@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/bushie.jpg,http://www.gov.mb.ca/legislature/members/info/bushie.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Kildonan-River East,MLA,Cathy Cox,Cathy,Cox,,Progressive Conservative Party of Manitoba,minsch@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/cox.jpg,http://www.gov.mb.ca/legislature/members/info/cox.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Kirkfield Park,MLA,Scott Fielding,Scott,Fielding,,Progressive Conservative Party of Manitoba,minfin@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/fielding.jpg,http://www.gov.mb.ca/legislature/members/info/fielding.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,La Vérendrye,MLA,Dennis Smook,Dennis,Smook,,Progressive Conservative Party of Manitoba,Dennis.Smook@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/smook.jpg,http://www.gov.mb.ca/legislature/members/info/smook.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Lac du Bonnet,MLA,Wayne Ewasko,Wayne,Ewasko,,Progressive Conservative Party of Manitoba,minaesi@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/ewasko.jpg,http://www.gov.mb.ca/legislature/members/info/ewasko.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Lagimodière,MLA,Andrew Smith,Andrew,Smith,,Progressive Conservative Party of Manitoba,Andrew.Smith@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/smith2.jpg,http://www.gov.mb.ca/legislature/members/info/smith.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Lakeside,MLA,Ralph Eichler,Ralph,Eichler,,Progressive Conservative Party of Manitoba,minedj@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/eichler.jpg,http://www.gov.mb.ca/legislature/members/info/eichler.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,McPhillips,MLA,Shannon Martin,Shannon,Martin,,Progressive Conservative Party of Manitoba,Shannon.Martin@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/martin.jpg,http://www.gov.mb.ca/legislature/members/info/martin.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Midland,MLA,Blaine Pedersen,Blaine,Pedersen,,Progressive Conservative Party of Manitoba,minagr@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/pedersen.jpg,http://www.gov.mb.ca/legislature/members/info/pedersen.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Morden-Winkler,MLA,Cameron Friesen,Cameron,Friesen,,Progressive Conservative Party of Manitoba,minjus@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/friesen.jpg,http://www.gov.mb.ca/legislature/members/info/friesen.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Notre Dame,MLA,Malaya Marcelino,Malaya,Marcelino,,New Democratic Party of Manitoba,Malaya.Marcelino@mbleg.ca,http://www.gov.mb.ca/legislature/img/mla/marcelino.jpg,http://www.gov.mb.ca/legislature/members/info/marcelino.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Point Douglas,MLA,Bernadette Smith,Bernadette,Smith,,New Democratic Party of Manitoba,Bernadette.Smith@mbleg.ca,http://www.gov.mb.ca/legislature/img/mla/smith.jpg,http://www.gov.mb.ca/legislature/members/info/smith2.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Portage la Prairie,MLA,Ian Wishart,Ian,Wishart,,Progressive Conservative Party of Manitoba,Ian.Wishart@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/wishart.jpg,http://www.gov.mb.ca/legislature/members/info/wishart.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Radisson,MLA,James Teitsma,James,Teitsma,,Progressive Conservative Party of Manitoba,james.teitsma@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/teitsma.jpg,http://www.gov.mb.ca/legislature/members/info/teitsma.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Red River North,MLA,Jeff Wharton,Jeff,Wharton,,Progressive Conservative Party of Manitoba,mincrown@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/wharton.jpg,http://www.gov.mb.ca/legislature/members/info/wharton.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Riding Mountain,MLA,Greg Nesbitt,Greg,Nesbitt,,Progressive Conservative Party of Manitoba,Greg.Nesbitt@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/nesbitt.jpg,http://www.gov.mb.ca/legislature/members/info/nesbitt.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Riel,MLA,Rochelle Squires,Rochelle,Squires,,Progressive Conservative Party of Manitoba,minfs@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/squires.jpg,http://www.gov.mb.ca/legislature/members/info/squires.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,River Heights,MLA,Jon Gerrard,Jon,Gerrard,,Independent Liberal,jon.gerrard@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/gerrard.jpg,http://www.gov.mb.ca/legislature/members/info/gerrard.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Roblin,MLA,Myrna Driedger,Myrna,Driedger,,Progressive Conservative Party of Manitoba,Myrna.Driedger@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/driedger.jpg,http://www.gov.mb.ca/legislature/members/info/driedger.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Rossmere,MLA,Andrew Micklefield,Andrew,Micklefield,,Progressive Conservative Party of Manitoba,Andrew.Micklefield@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/micklefield.jpg,http://www.gov.mb.ca/legislature/members/info/micklefield.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Seine River,MLA,Janice Morley-Lecomte,Janice,Morley-Lecomte,,Progressive Conservative Party of Manitoba,Janice.Morley-Lecomte@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/morley-lecomte.jpg,http://www.gov.mb.ca/legislature/members/info/morley-lecomte.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Selkirk,MLA,Alan Lagimodiere,Alan,Lagimodiere,,Progressive Conservative Party of Manitoba,Alan.Lagimodiere@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/lagimodiere.jpg,http://www.gov.mb.ca/legislature/members/info/lagimodiere.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Southdale,MLA,Audrey Gordon,Audrey,Gordon,,Progressive Conservative Party of Manitoba,minmhwr@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/gordon.jpg,http://www.gov.mb.ca/legislature/members/info/gordon.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Springfield-Ritchot,MLA,Ron Schuler,Ron,Schuler,,Progressive Conservative Party of Manitoba,minmi@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/schuler.jpg,http://www.gov.mb.ca/legislature/members/info/schuler.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Spruce Woods,MLA,Cliff Cullen,Cliff,Cullen,,Progressive Conservative Party of Manitoba,minedu@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/cullen.jpg,http://www.gov.mb.ca/legislature/members/info/cullen.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,St. Boniface,MLA,Dougald Lamont,Dougald,Lamont,,Independent Liberal,Dougald.Lamont@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/lamont.jpg,http://www.gov.mb.ca/legislature/members/info/lamont.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,St. James,MLA,Adrien Sala,Adrien,Sala,,New Democratic Party of Manitoba,Adrien.Sala@mbleg.ca,http://www.gov.mb.ca/legislature/img/mla/sala.jpg,http://www.gov.mb.ca/legislature/members/info/sala.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,St. Johns,MLA,Nahanni Fontaine,Nahanni,Fontaine,,New Democratic Party of Manitoba,nahanni.fontaine@mbleg.ca,http://www.gov.mb.ca/legislature/img/mla/fontaine.jpg,http://www.gov.mb.ca/legislature/members/info/fontaine.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,St. Vital,MLA,Jamie Moses,Jamie,Moses,,New Democratic Party of Manitoba,Jamie.Moses@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/moses.jpg,http://www.gov.mb.ca/legislature/members/info/moses.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Steinbach,MLA,Kelvin Goertzen,Kelvin,Goertzen,,Progressive Conservative Party of Manitoba,minlpa@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/goertzen.jpg,http://www.gov.mb.ca/legislature/members/info/goertzen.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Swan River,MLA,Rick Wowchuk,Rick,Wowchuk,,Progressive Conservative Party of Manitoba,rick.wowchuk@leg.gov.mb.ca,http://www.gov.mb.ca/legislature/img/mla/wowchuk.jpg,http://www.gov.mb.ca/legislature/members/info/wowchuk.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,The Maples,MLA,Mintu Sandhu,Mintu,Sandhu,,New Democratic Party of Manitoba,Mintu.Sandhu@mbleg.ca,http://www.gov.mb.ca/legislature/img/mla/sandhu.jpg,http://www.gov.mb.ca/legislature/members/info/sandhu.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,The Pas-Kameesak,MLA,Amanda Lathlin,Amanda,Lathlin,,New Democratic Party of Manitoba,Amanda.Lathlin@mbleg.ca,http://www.gov.mb.ca/legislature/img/mla/lathlin.jpg,http://www.gov.mb.ca/legislature/members/info/lathlin.html,,,,,,,,,,,,,,,,,,
Legislative Assembly of Manitoba,Thompson,MLA,Danielle Adams,Danielle,Adams,,New Democratic Party of Manitoba,Danielle.Adams@mbleg.ca,http://www.gov.mb.ca/legislature/img/mla/adams.jpg,http://www.gov.mb.ca/legislature/members/info/adams.html,,,,,,,,,,,,,,,,,,
